id,text,source,label,cleaned_text_1,cleaned_text_2
348,@BeautifulSha_ lol  when I turn 18 girl they knt tell me nun,twitter,1,lol turn 18 girl knt tell nun,lol when i turn 18 girl they knt tell me nun
349,"45 of my 49 years on this planet,have had people or different colour and religion.Therefore that colour and diversity is part of me! #Igetit",twitter,1,45 49 years planet people different colour colour diversity part igetit,45 of my 49 years on this planet have had people or different colour and that colour and diversity is part of me igetit
350,My mom is so bomb for 49 years old 😛🔥 https://t.co/HQgum5XLNN,twitter,0,mom bomb 49 years old https,my mom is so bomb for 49 years old https
351,NWS has lowered the projected peak at 56' at 8:15AM. An update will be posted in a few minutes. Stay tuned. https://t.co/k89jQiHsvA,twitter,0,nws lowered projected peak 56 update posted minutes stay tuned https,nws has lowered the projected peak at 56 at an update will be posted in a few minutes stay tuned https
352,"16 years old, and this is the first time I'm about to try pumpkin pie",twitter,1,16 years old first time try pumpkin pie,16 years old and this is the first time i about to try pumpkin pie
353,Jlo has the cheat code 😍😍😍. How can you look THAT good at 46,twitter,0,jlo cheat code look good 46,jlo has the cheat code how can you look that good at 46
354,@sonnyathey_14 I cashed at 40 and Bristol City score in the 89th &amp; Notts County in 93rd for 400 quid 😭😭😭😭😭,twitter,0,cashed 40 bristol city score 89th amp notts county 93rd 400 quid,i cashed at 40 and bristol city score in the 89th amp notts county in 93rd for 400 quid
355,"@okgoodrecords @ehumperdinck My man, when I was only 13 years old, he touch my heart. Never will any one make music and his lyrics like Enge. I have met and spoke to him many times. He is a Blessing..Montreal, Quebec. Canada",twitter,0,man 13 years old touch heart never one make music lyrics like enge met spoke many times blessing montreal quebec canada,my man when i was only 13 years old he touch my heart never will any one make music and his lyrics like enge i have met and spoke to him many times he is a blessing montreal quebec canada
356,"I have a good paying job💚🤑,my own car🚗 &amp;my own 3 bedroom house at 24 wtf I’m doing good🏡🙏🏽",twitter,1,good paying amp 3 bedroom house 24 wtf,i have a good paying my own amp my own 3 bedroom house at 24 wtf i m doing
357,Dov's taking big steps towards a new career at 15. #fingerscrossed #CorruptionIn15 #RookieBlue #RPParty,twitter,0,dov taking big steps towards new career 15 fingerscrossed corruptionin15 rookieblue rpparty,dov taking big steps towards a new career at 15 fingerscrossed corruptionin15 rookieblue rpparty
358,How is a 14yo allowed to work there? #Superstore,twitter,0,14yo allowed work superstore,how is a 14yo allowed to work there superstore
359,Part 2 of my birthday celebrations at @GCBlackpool :) #21 #birthdayGirl,twitter,1,part 2 birthday celebrations 21 birthdaygirl,part 2 of my birthday celebrations at 21 birthdaygirl
360,Me right after my 30th birthday https://t.co/QHcg2IGal3,twitter,0,right 30th birthday https,me right after my 30th birthday https
361,One hour and I'm 20 years old,twitter,1,one hour 20 years old,one hour and i 20 years old
362,@RobMyers1968 @GOP Same situation Robert... Disabled at 30 years old due to no fault of my own but my SSI &amp; Medicare will be cut!!! We have to vote these bastards OUT!!!,twitter,0,situation robert disabled 30 years old due fault ssi amp medicare cut vote bastards,same situation robert disabled at 30 years old due to no fault of my own but my ssi amp medicare will be cut we have to vote these bastards out
363,I love you at 25 and can’t wait to love you at 50. Happy Birthday 🎁❤️ https://t.co/kCUkHcgiBg,twitter,1,love 25 wait love happy birthday https,i love you at 25 and can t wait to love you at happy birthday https
364,"If Kobe scores 40+ tomorrow night in his final game, everyone who RT this gets 5$ via PayPal.",twitter,0,kobe scores tomorrow night final game everyone rt gets 5 via paypal,if kobe scores tomorrow night in his final game everyone who rt this gets 5 via paypal
365,- Is It Martial That Was Backing A Whole United At The Age Of 19 You People Are Doing Anyhow Like This?Jesus Wept.,twitter,0,martial backing whole united age 19 people anyhow like jesus wept,is it martial that was backing a whole united at the age of 19 you people are doing anyhow like this jesus wept
366,can't believe my baby sister is the big 1️⃣8️⃣ today. I love you @garlandh33 I hope you are enjoying your special day 😘🎉👯💜🎈,twitter,0,ca believe baby sister big today love hope enjoying special day,ca believe my baby sister is the big today i love you i hope you are enjoying your special day
367,Here they are! The 2019 OHSAA DI District Champions! This is our 11th straight District Title! ☘️☘️ https://t.co/sJ289oKclU,twitter,0,2019 ohsaa di district champions 11th straight district title https,here they are the 2019 ohsaa di district champions this is our 11th straight district title https
368,@OnHonor It might have been fun when I was younger but I’ll stick with 1959 now. That’s old enough! My twin cousins are posting about celebrating their 60th birthday coming up this week. I reminded them I’m only 6 months behind them.,twitter,1,might fun younger stick 1959 old enough twin cousins posting celebrating 60th birthday coming week reminded 6 months behind,it might have been fun when i was younger but i ll stick with 1959 now that s old enough my twin cousins are posting about celebrating their 60th birthday coming up this week i reminded them i m only 6 months behind them
369,My dog sent me chocolate-covered strawberries for my birthday!🎁🎂🐶 what did your dog do today?😉#26… http://t.co/FC507NeD8v,twitter,1,dog sent strawberries birthday dog today http,my dog sent me strawberries for my birthday what did your dog do today http
370,I can not believe I turn 28 on Friday 😳,twitter,1,believe turn 28 friday,i can not believe i turn 28 on friday
371,idk if I want to go to the pin show.and sit and look at 25 different designers. geesh.,twitter,0,idk want go pin sit look 25 different designers geesh,idk if i want to go to the pin sit and look at 25 different designers geesh
372,Thank you guys for all the Birthday wishes! Officially 22 years old!! Like if you want a follow back! I GOT YOU!!!,twitter,1,thank guys birthday wishes officially 22 years old like want follow back got,thank you guys for all the birthday wishes officially 22 years old like if you want a follow back i got you
373,HELLO I BOUGHT MY FIRST ALCOHOL AS A 21-YEAR OLD,twitter,1,hello bought first alcohol old,hello i bought my first alcohol as a old
374,Happiest of birthdays to my beeeeeeeeeeestie! #23 yo ass be getting old @KimiSWhite https://t.co/4mMjVdjQnn,twitter,0,happiest birthdays beeeeeeeeeeestie 23 yo ass getting old https,happiest of birthdays to my beeeeeeeeeeestie 23 yo ass be getting old https
375,9 Days Til My Birthday ; 10 Until My Godson Birthday . 5 Days Until The Turn Up Though .,twitter,0,9 days til birthday 10 godson birthday 5 days turn though,9 days til my birthday 10 until my godson birthday 5 days until the turn up though
376,Happy 32nd Birthday Philip 💚hope u have great day love u millions from me and Carter 💚😘❤️xxx @Philmcc67Mccabe https://t.co/K8wwnQRk3Z,twitter,0,happy 32nd birthday philip u great day love u millions carter https,happy 32nd birthday philip u have great day love u millions from me and carter https
377,"@ListlessHell @FACIALHAIRBROS @_Lady_Strange Accept them. As ""converts"".TBH, I -a LONG #doctorSTRANGE fan (40 of my 51 years) who's read &amp; owns every appearance, dug deep for EVERY tidbit of info, hunted for every rare merch item &amp; devoted years to blogging essays -could've said the same about MCU converts.",twitter,1,accept converts long doctorstrange fan 40 51 years read amp owns every appearance dug deep every tidbit info hunted every rare merch item amp devoted years blogging essays said mcu converts,accept them as converts i long doctorstrange fan 40 of my 51 years who read amp owns every appearance dug deep for every tidbit of info hunted for every rare merch item amp devoted years to blogging essays said the same about mcu converts
378,Really turn 23 this year,twitter,1,really turn 23 year,really turn 23 this year
379,// Just 15 days left untill my 20th birthday.,twitter,1,15 days left untill 20th birthday,just 15 days left untill my 20th birthday
380,It's half 9 and I'm wondering why I'm so wrecked and I'm looking at my 11th glass of alcohol like na it's not that,twitter,0,half 9 wondering wrecked looking 11th glass alcohol like na,it half 9 and i wondering why i so wrecked and i looking at my 11th glass of alcohol like na it not that
381,"Happy 30th birthday, my love!!! You have been such a blessing to my life in so many ways, I am… https://t.co/0uI1D72RW6",twitter,0,happy 30th birthday love blessing life many ways https,happy 30th birthday my love you have been such a blessing to my life in so many ways i https
382,The best time to register to vote was the day you turned 18.The second best time is right now.https://t.co/auiUEsRtla,twitter,0,best time register vote day turned second best time right,the best time to register to vote was the day you turned second best time is right
383,Leap year is pointless plus it pushed my 21st to a Sunday #fuckyouleapyear,twitter,1,leap year pointless plus pushed 21st sunday fuckyouleapyear,leap year is pointless plus it pushed my 21st to a sunday fuckyouleapyear
